Name,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Genus,Species,Population size,Life span,Top speed,Weight,Height,Length,Attributes,Distribution,Habits,Diet,Mating_Habits,Population
Alpine Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Sciuridae,Neotamias,Neotamias alpinus,Unknown,2-3 yrs,,27-45 g,,166-203 mm,"Diurnal,Herbivore,Granivore,Terrestrial,Altricial,Fossorial,Solitary,Not a migrant,Hibernating,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'United States', 'Regions': 'California', 'Biogeographical realms': 'Nearctic', 'Wwf biomes': 'Montane grasslands and shrublands, Temperate broadleaf and mixed forest, Temperate coniferous forest'}, 'Biome': ['Forest', 'Rocky areas '], 'Climate': ['Temperate']}","{'Group name': 'scurry', 'Lifestyle': 'Terrestrial, Altricial, Fossorial,', 'Seasonal behavior': 'Not a migrant, Hibernating'}","Herbivore,,Granivore","{'Reproduction season': 'late winter-early spring', 'Pregnancy duration': '1 month', 'Baby carrying': '4-5 pups', 'Independent age': '6 weeks', 'Baby name': 'pup, kit, kitten'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Lodgepole chipmunk,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Sciuridae,Neotamias,Neotamias speciosus,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'United States', 'Regions': 'Nevada, California', 'Biogeographical realms': 'Nearctic'}, 'Biome': ['Forest', 'Grassland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Lac Alaotra bamboo lemur,Animalia,Chordata,Vertebrata,Mammalia,Primates,Strepsirrhini,Lemuridae,Hapalemur,Hapalemur alaotrensis,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Madagascar', 'Biogeographical realms': 'Afrotropical'}, 'Biome': ['Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
Euryoryzomys russatus,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Euryoryzomys,Euryoryzomys russatus,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
North African boar,Wild Boar,,Animalia,Chordata,Vertebrata,,Mammalia,Artiodactyla,Suidae,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{},,{},{}
Common blossom bat,Animalia,Chordata,Vertebrata,Mammalia,Chiroptera,,Pteropodidae,Syconycteris,Syconycteris australis,,,,18.9-20.5 g,,40-60 mm,"Nocturnal,Herbivore,Nectarivore,Arboreal,Pollinator,Terrestrial,Polygyny,Polygamy,Solitary,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'Australia, Papua New Guinea, Indonesia', 'Biogeographical realms': 'Australasian, Indomalayan'}, 'Biome': ['Forest', 'Rainforest', 'Swamp', 'Wetlands ', 'Savanna', 'Shrubland'], 'Climate': ['Tropical']}","{'Lifestyle': 'Arboreal,  Pollinator, Terrestrial,'}","Herbivore,,Nectarivore,","{'Mating behavior': 'Polygyny,', 'Pregnancy duration': '3.5 to 4 months', 'Baby carrying': '1', 'Independent age': '6 to 8 weeks'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Cliff Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Sciuridae,Neotamias,Neotamias dorsalis,Unknown,12.5 yrs,,61-74 g,,217-249 mm,"Diurnal,Herbivore,Granivore,Terrestrial,Altricial,Fossorial,Burrowing,Generally solitary,Not a migrant,Migrating,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'Mexico, United States', 'Regions': 'Utah, Nevada, Colorado, Wyoming, Idaho, Arizona,  New Mexico', 'Biogeographical realms': 'Nearctic', 'Wwf biomes': 'Desert and Xeric Shrublands, Montane grasslands and shrublands, Temperate broadleaf and mixed forest, Temperate coniferous forest'}, 'Biome': ['Forest', 'Shrubland'], 'Climate': ['Temperate']}","{'Group name': 'scurry', 'Lifestyle': 'Terrestrial, Altricial, Fossorial, Burrowing,', 'Seasonal behavior': 'Not a migrant, Migrating'}","Herbivore,,Granivore","{'Reproduction season': 'March', 'Pregnancy duration': '4 weeks', 'Baby carrying': '4-6 young', 'Independent age': '41-45 days', 'Baby name': 'pup, kit, kitten'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Telefomin cuscus,Animalia,Chordata,Vertebrata,Mammalia,Diprotodontia,,Phalangeridae,Phalanger,Phalanger matanim,,,,,,,"Terrestrial,starts with","{'Geography': {}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Critically endangered (CR)'}"
Upemba lechwe,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Kobus,Kobus anselli,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Grassland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
Uganda mangabey,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Lophocebus,Lophocebus ugandae,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Corsican hare,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Leporidae,Lepus,Lepus corsicanus,,,,2.22 kg,,55-61 cm,"Nocturnal,Coprophage,Folivore,Herbivore,Cursorial,Jumping,Terrestrial,Polygynandry,Polygamy,Solitary,Not a migrant,starts with","{'Geography': {'Continents': 'Europe', 'Countries': 'France, Italy', 'Introduced countries': 'France', 'Islands': 'Sicilia', 'Biogeographical realms': 'Palearctic'}, 'Biome': ['Agricultural', 'Anthropogenic biome', 'Coastal', 'Forest', 'Mountains', 'Grassland', 'Shrubland', 'Suburban', 'Urban wildlife'], 'Climate': ['Temperate']}","{'Lifestyle': 'Cursorial, Jumping, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Coprophage,,Folivore,,Herbivore","{'Mating behavior': 'Polygynandry,', 'Pregnancy duration': '41 to 42 days', 'Baby carrying': '1 to 5'}","{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Linnaeus's mouse opossum,Animalia,Chordata,Vertebrata,Mammalia,Didelphimorphia,,Didelphidae,Marmosa,Marmosa murina,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'South America, North America', 'Countries': 'Trinidad and Tobago, Ecuador, Bolivia, Brazil, Colombia, Guyana, Peru, Suriname, Venezuela', 'Regions': 'French Guiana', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Gray-bellied night monkey,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Aotidae,Aotus,Aotus lemurinus,,,,0.5-1.3 kg,,,"Nocturnal,Omnivore,Arboreal,Terrestrial,Monogamy,Social,Not a migrant,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Ecuador, Colombia, Venezuela', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Forest', 'Rainforest', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Arboreal, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Omnivore,","{'Mating behavior': 'Monogamy', 'Pregnancy duration': '133 days', 'Baby carrying': '1 to 2'}","{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
White-cheeked macaque,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Macaca,Macaca leucogenys,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{'Lifestyle': ''},,{},{}
Central American red brocket,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Mazama,Mazama temama,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'South America, North America', 'Countries': 'Belize, Costa Rica, El Salvador, Guatemala,  Honduras, Mexico, Nicaragua, Panama, Colombia', 'Biogeographical realms': 'Neotropical, Nearctic'}, 'Biome': ['Anthropogenic biome', 'Forest', 'Grassland', 'Shrubland', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Data deficient (DD)'}"
Asian garden dormouse,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Gliridae,Eliomys,Eliomys melanurus,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest', 'Rocky areas ', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Amazonian brown brocket,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Mazama,Mazama nemorivaga,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'South America, North America', 'Countries': 'Panama, Ecuador, Brazil, Colombia, Guyana, Peru, Suriname, Venezuela', 'Regions': 'French Guiana', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Forest', 'Shrubland'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Collared Brown Lemur,Animalia,Chordata,Vertebrata,Mammalia,Primates,Strepsirrhini,Lemuridae,Eulemur,Eulemur collaris,Unknown,20-25 yrs,,2.3-2.5 kg,,39-40 cm,"Cathemeral,Herbivore,Frugivore,Arboreal,Browsing,Terrestrial,Social,Not a migrant,starts with","{'Geography': {'Continents': 'Africa', 'Subcontinents': 'Sub-Saharan Africa', 'Countries': 'Madagascar', 'Biogeographical realms': 'Afrotropical', 'Wwf biomes': 'Tropical moist forests'}, 'Biome': ['Forest'], 'Climate': ['Tropical']}","{'Group name': 'conspiracy, troop', 'Lifestyle': 'Arboreal, Browsing, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Herbivore,,Frugivore","{'Pregnancy duration': '120 days', 'Baby carrying': '1 infant', 'Baby name': 'infant'}","{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Australian humpback dolphin,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Delphinidae,Sousa,Sousa sahulensis,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': ['Oceanic pelagic zone', 'Marine'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Eastern lesser bamboo lemur,Animalia,Chordata,Vertebrata,Mammalia,Primates,Strepsirrhini,Lemuridae,Hapalemur,Hapalemur griseus,,,,0.935 kg,,66 cm,"Folivore,Frugivore,Herbivore,Lignivore,Arboreal,Island endemic,Scansorial,Terrestrial,Territorial,Monogamy,Social,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Madagascar', 'Biogeographical realms': 'Afrotropical'}, 'Biome': ['Forest', 'Marsh', 'Wetlands ', 'Rainforest'], 'Climate': ['Tropical']}","{'Lifestyle': 'Arboreal, Island endemic, Scansorial, Terrestrial, Territorial,'}","Folivore,,Frugivore,,Herbivore,,Lignivore","{'Mating behavior': 'Monogamy', 'Pregnancy duration': '140 days', 'Baby carrying': '1'}","{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Siberian brown lemming,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Lemmus,Lemmus sibiricus,,,,45-130 g,,,"Terrestrial,Congregatory,Social,Migrating,starts with","{'Geography': {'Continents': 'North America, Asia', 'Countries': 'Russia', 'Regions': 'Kamchatka', 'Biogeographical realms': 'Nearctic, Palearctic', 'Wwf biomes': 'Tundra'}, 'Biome': ['Forest', 'Grassland', 'Shrubland', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial, Congregatory,', 'Seasonal behavior': 'Migrating'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Southeastern pocket gopher,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Geomyidae,Geomys,Geomys pinetis,,,,45-390 g,,261-290 mm,"Nocturnal,Fossorial,Terrestrial,Territorial,Polygyny,Polygamy,Solitary,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Agricultural', 'Anthropogenic biome', 'Forest', 'Shrubland', 'Suburban', 'Urban wildlife', 'Grassland'], 'Climate': ['Temperate']}","{'Lifestyle': 'Fossorial, Terrestrial, Territorial,', 'Seasonal behavior': 'Not a migrant'}",,"{'Mating behavior': 'Polygyny,', 'Pregnancy duration': '40 to 50 days', 'Baby carrying': '1 to 3', 'Independent age': '1 months'}","{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Moustached guenon,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Cercopithecus,Cercopithecus cephus,,,,4 kg,,520 mm,"Crepuscular,Diurnal,Frugivore,Herbivore,Arboreal,Zoochory,Scansorial,Terrestrial,Polygynandry,Polygamy,Polygyny,Dominance hierarchy,Social,Not a migrant,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Equatorial Guinea, Angola, Cameroon, Central African Republic, Congo, DR Congo, Gabon', 'Biogeographical realms': 'Afrotropical'}, 'Biome': ['Forest', 'Rainforest', 'Anthropogenic biome'], 'Climate': ['Tropical']}","{'Lifestyle': 'Arboreal, Zoochory, Scansorial, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Frugivore,,Herbivore","{'Mating behavior': 'Polygynandry,', 'Pregnancy duration': '5.6 months', 'Baby carrying': '1'}","{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Mount Oku rat,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Muridae,Lamottemys,Lamottemys okuensis,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Transandinomys talamancae,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Transandinomys,Transandinomys talamancae,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'South America, North America', 'Countries': 'Costa Rica, Panama, Ecuador, Colombia, Venezuela', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
West African oyan,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,,Viverridae,Poiana,Poiana leightoni,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Liberia,', 'Biogeographical realms': 'Afrotropical'}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Red-eared guenon,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Cercopithecus,Cercopithecus erythrotis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Equatorial Guinea, Cameroon, Nigeria', 'Islands': 'Bioko', 'Biogeographical realms': 'Afrotropical'}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Long-tailed vole,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Microtus,Microtus longicaudus,,,,20-85 g,,150-250 mm,"Nocturnal,Folivore,Granivore,Herbivore,Lignivore,Fossorial,Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest', 'Mountains', 'Riparian', 'Grassland', 'Anthropogenic biome', 'Shrubland', 'Wetlands '], 'Climate': ['Temperate']}",{},,"{'Pregnancy duration': '20 to 23 days', 'Baby carrying': '3 to 6'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Manitoba wolf,Grey Wolf,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,,,,,,,starts with,"{'Geography': {'Countries': '', 'Regions': ''}, 'Biome': [], 'Climate': []}",{},,{},{'Population status': 'Extinct (EX)'}
Transcaucasian mole vole,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Ellobius,Ellobius lutescens,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Grassland'], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Black titi,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Pitheciidae,Cheracebus,Cheracebus lugens,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Brazil, Colombia, Venezuela', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Forest', 'Savanna'], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Gabon Talapoin,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Miopithecus,Miopithecus ogouensis,Unknown,28 yrs,,0.7-1.4 kg,,25-45 cm,"Diurnal,Omnivore,Arboreal,Precocial,Terrestrial,Social,Not a migrant,starts with","{'Geography': {'Continents': 'Africa', 'Subcontinents': 'Sub-Saharan Africa', 'Countries': 'Angola, Cameroon, Congo, Equatorial Guinea, Gabon', 'Biogeographical realms': 'Afrotropical', 'Wwf biomes': 'Tropical moist forests, Tropical savanna'}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': ['Tropical']}","{'Group name': 'troop, barrel, cartload, tribe, wilderness', 'Lifestyle': 'Arboreal, Precocial, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Omnivore,","{'Reproduction season': 'during the dry season', 'Pregnancy duration': '5-6 months', 'Baby carrying': '1 infant', 'Independent age': '3 months', 'Female name': 'female', 'Male name': 'male', 'Baby name': 'infant'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Hairy long-nosed armadillo,Animalia,Chordata,Vertebrata,Mammalia,Cingulata,,Dasypodidae,Dasypus,Dasypus pilosus,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Peru', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Ursus americanus carlottae,American Black Bear,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Ursidae,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{},,{},{}
Wyoming ground squirrel,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Sciuridae,Urocitellus,Urocitellus elegans,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Grassland', 'Shrubland'], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Theropithecus brumpti,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Theropithecus,Theropithecus brumpti,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{},,{},{}
Smoky shrew,Animalia,Chordata,Vertebrata,Mammalia,Eulipotyphla,,Soricidae,Sorex,Sorex fumeus,,,,7.6 g,,114.4 mm,"Nocturnal,Carnivore,Insectivores,Fossorial,Terrestrial,Solitary,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Bog', 'Wetlands ', 'Forest', 'Mountains', 'Rivers', 'Swamp', 'Shrubland'], 'Climate': ['Temperate']}",{},,"{'Pregnancy duration': '19 to 22 days', 'Baby carrying': '2 to 8', 'Independent age': '1 months'}","{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Greater naked-tailed armadillo,Animalia,Chordata,Vertebrata,Mammalia,Cingulata,,Chlamyphoridae,Cabassous,Cabassous tatouay,,,,5.35 kg,,63.7 cm,"Nocturnal,Carnivore,Insectivores,Fossorial,Terrestrial,Solitary,Not a migrant,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Argentina, Brazil, Paraguay, Uruguay', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Forest', 'Grassland', 'Shrubland', 'Anthropogenic biome'], 'Climate': []}","{'Lifestyle': 'Fossorial, Terrestrial,', 'Seasonal behavior': 'Not a migrant'}","Carnivore,,Insectivores,",{'Baby carrying': '1'},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
White-eared titi,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Pitheciidae,Plecturocebus,Plecturocebus donacophilus,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Bolivia, Brazil', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Western ringtail possum,Animalia,Chordata,Vertebrata,Mammalia,Diprotodontia,,Pseudocheiridae,Pseudocheirus,Pseudocheirus occidentalis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Countries': 'Australia', 'Regions': 'Western Australia', 'Biogeographical realms': 'Australasian'}, 'Biome': ['Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
